0	5	外形外观：真香，打开了盒子的那一瞬间，就喜欢上了，原谅色也很新颖，超赞。 屏幕音效：幕不用说了，我都是2k和120hz一起开的，声音 比我的平板电脑和三星s9声音大好多。 拍照效果：拍照由于本人平时用的少，所以就和以前的手机对比了一下，不是一个档次的，哈哈哈，超级清楚。 运行速度：超级快，以前的60hz的手机，本来没换之前还很好用，觉得也流畅，用了这个120hz的以后，感觉以前的手机真的卡。。。。 待机时间：120hz和2k全开，用个大半天应该没有问题。不玩游戏，所以测不了游戏状态下的。要是续航再久一点，那就超级完美了。 从年初就在看手机，今年发布的每一款手机都看了，一加，没有选错。
1	5	外形外观：手机外观我很喜欢，很有特色！我喜欢黑色，所以买的黑色的，一体感更强！ 屏幕音效：屏幕完美呀！比我手里的mate30 5G好许多！真是丝滑呀！立体声音也不错！ 拍照效果：我不经常拍照，所以说不出来太多的东西，感觉不错！ 运行速度：今年的顶级配置，速度很快呀！ 待机时间：这个好像比较费电，2K,120HZ我都开了，鱼与熊掌不可兼得，没办法呀！ 其他特色：充电速度很快！指纹解锁也挺快，把人脸暗光下解锁再优化一下就更完美了！
2	5	外形外观：还不错，挺好看的，简洁大方 屏幕音效：也不错 拍照效果：很赞，有防抖功能，这个很赞 待机时间：这个可能是因为开了120hz的屏幕，导致耗电量特别快？感觉还有优化的空间 运行速度：可能因为简洁，确实非常快 其他特色：总体来说还是非常赞，基本上是谷歌的原生系统，简洁大方。
3	5	外形外观：很好看，超级高级，屏幕简直太好看了 屏幕音效：双音箱，感觉比单个的要大一点声音，单还是连音响 拍照效果：牌照不错的，自拍很好，虚化不错 运行速度：运行速度很快，12G不是盖的 待机时间：不玩游戏的话很久，一天没有问题 其他特色：就是买的时候不小心买了套餐，多买了一个充电器，我以为是无线充电器。。。。。
4	5	外形外观：颜色小清新 爱不释手，AG磨砂质感防汗纹 屏幕音效：屏幕无敌 不用多说，2K 120hz 240采样率 还有谁 拍照效果：30x变焦够用，两颗索尼定制摄像头日常拍摄比我手上iphone11好 运行速度：运行速度 我说全球第二没人敢说第一吧？ 其他特色：系统简洁 没有花里胡哨的功能，很实用
5	5	外形外观：漂亮，精致，手感办。 屏幕音效：一流。 拍照效果：比1加6t好的多。 运行速度：快，流畅。 待机时间：充电时手机背面有些烫，待机体验中。 其他特色：屏幕棒。
6	5	外形外观：很是惊艳。大。大。大。 屏幕音效：第一次用这么好的屏，清晰流畅。电影效果很好。特别是音效看带杜比音效的。效果很是震撼。 拍照效果：还行。只能说是够用。 运行速度：很是快。就是快。 待机时间：还行用了一天才过来评价。全程游戏5个小时还剩40%的电。 其他特色：个人感觉性价比还是不错。超大超高清的屏，音效杠杠滴。配置也很高。你值得拥有。特别是京东物流。太快了。给京东个赞
7	5	外形外观：非常漂亮，手感非常好，好到都不想带套子了。摔了就摔了吧！ 屏幕音效：屏幕效果惊人，和米10pro比有过之而不及。看电影非常舒服。 拍照效果：拍照还是不错的。反正我是够用的。不是专业人士不在意这些。 运行速度：打游戏那些都非常流畅。很满意，后续追加。
8	5	外形外观：外观真的没得挑，谁用谁知道！ 屏幕音效：屏幕也没得挑！谁用谁知道！双扬声器杜比音效立体声很爽， 拍照效果：拍照效果也很好，特别是夜景，怎么拍都好看！也不用像别的手机一样固定很长时间 运行速度：骁龙865配LPDDR5和UFS3.0这种神仙配置就不用多说什么了，目前不可能让你体验到卡顿。 待机时间：待机时间只能说中规中矩，看个人使用程度，中度用户一天一冲完全够用！再说了，865+120hz+2k屏幕这种配置对续航要求不要太高，就算一天两三充，30w快充也足够用了！所以看需求，你觉得你不需要那么好的体验感受那你就选其他续航长一点的手机。 其他特色：外观超级好看，不同角度可以看到好多种颜色。
9	5	给老公买的，心心念好久了，拿到新手机就开始得瑟，原来的1+5扔给我用?，天天抱着1+8pro，刷刷刷，我体验了一下，确认很好用，感觉比我的iphone都好用，等iphone不能用了，我也买个新款1+，老手机1+5依旧很流畅
10	5	外形外观：简单优美，手持轻盈 屏幕音效：双喇叭 音效很不错  尤其是120赫兹的时候超清晰 拍照效果：远近焦距，很清晰远超其它手机 运行速度：运行流畅，速度很快， 待机时间：如果所有功率全开，电量还是有这明显下降的  但是体验非常好 手持一加六 哈哈  看见一加⑧出现  立即更换了，很不错，值得推荐
11	5	外形外观：感觉不错 屏幕音效：有进步 拍照效果：虚化严重 运行速度：可以的 待机时间：不稳定 其他特色：很多功能很炫酷 怎么里面好多应用，感觉别人用过，后期继续评价
12	5	外形外观：手感颇佳，摸着很舒服? 屏幕音效：这个没的说，比我的一加5t提升很明显，不错? 拍照效果：达到了应有的水准? 其他特色：一加的系统用着很顺手，简单明了?
13	5	外形外观：比上一代轻薄了一些 青空配色确实挺好 个人很喜欢 屏幕音效：主要还是120hz+2k确实就是一个爽 自己是7pro上来的都能看出差距 如果没体验过绝对更值得一试 拍照效果：本人钢铁直男  觉得够的上旗舰 运行速度：865的运行速度还说啥了 就是快 待机时间：还没测试 刚上手 不过4500+ 应该不会太差 其他特色：一加系统个人非常喜欢 特别清爽 京东送货赞一个 当天就送到 简直完美 无线闪充真香
14	5	外形外观：纤长型，手握的感觉很好很好，不吹。 屏幕音效：屏幕调色比起三星差点，音效初步可还行，待做继续使用。 拍照效果：还没试，应该处于中等水平。 运行速度：很快，是真的快。 待机时间：目前还在充电，待过几天再来分享。 其他特色：系统比以前多了广告，简约风还是不错的。同等价位推荐购买。
15	5	外形外观：从亮黑色到青龙，很惊艳 屏幕音效：看视频效果杠杠的 运行速度：非常流畅，比目前的一加6t流畅不少 其他特色：120的刷新，效果确实不一般，用了就回不去了
16	5	外形外观：手机略长，手感很佳 屏幕音效：杜比音效确实很美 拍照效果：拍照清晰，画质清楚 运行速度：运行流畅 待机时间：一般吧，和之前的没啥明显差别 其他特色：屏幕清晰度提高了很多，先用着，后期在追加
17	5	外形外观：非常酷，屏占比很高。 屏幕音效：相册内置一个视频，可以体验杜比音哈哈哈。 运行速度：安兔兔跑了个分，很给力，不需要低调。 其他特色：这个颜色也很好看，要想生活过得去，生活必须添点绿？哈哈哈！ 拍照效果：广角镜头体验很棒。 自己搞了一个开箱***，分享一下。 老加油了，一加一至今很多年了。
18	5	外形外观：完美，非常漂亮，就是男人用有点儿娘 屏幕音效：屏幕没得说，最强没有之一。 拍照效果：还行，比之前的小米mix2强太多了 运行速度：没得说，完全不用解释 待机时间：充电很快，续航目前感觉不出来 其他特色：打游戏没得说 如斯顺滑，通话质量也很好。如果刷新率调节能有120 90 60三档就更好了
19	5	从一加三，到一加五，这次帮老公预约的一加8p，定了闹钟才抢到的，到手很惊艳，特别漂亮，送的壳和原厂膜也不错，先用着。买的黑镜色，手感很好，解锁画面很震撼，拍照效果特棒，速度杠杠的，期待续航能给力！
20	5	外形外观： 颜值超高? 屏幕音效：音效超棒? 拍照效果：拍的很清楚? 运行速度：非常流畅? 待机时间：充满电，日常使用一天没有任何问题?
21	5	屏幕音效：屏幕总体来说很棒，声音有一个缺点就是上扬声器向前，横向观看会感觉下扬声器声音比较小，左右耳声音大小不同 外形外观：很轻，手感很棒 拍照效果：拍照也超棒，很黑的天也拍的很亮 待机时间：实测一天下来稳稳的够用
